order_item_id,order_id,product_id,quantity,price_at_purchase,item_status,rand_val
75,53,179,1,7176.75,Returned,0.021908114684660095
76,53,178,1,6059.49,Completed,0.9587040207895487
77,53,11,1,665.00,Completed,0.7277957906274086
78,54,141,1,4653.03,Completed,0.7628669215020416
79,54,161,1,6337.18,Completed,0.630947266361627
80,55,20,1,6057.88,Completed,0.8661355980356555
81,55,35,1,1006.02,Completed,0.43783622182704157
82,56,41,1,1668.95,Completed,0.5907743457618861
83,57,17,1,3908.40,Completed,0.6403630940619512
84,58,171,1,6205.21,Completed,0.42949246375774264
85,59,19,1,3458.58,Cancelled,0.22637306733650442
86,59,131,2,4684.19,Cancelled,0.8433879761429391
87,60,33,1,5245.27,Completed,0.5378207094388275
88,61,9,2,5486.27,Returned,0.15893964949896527
89,62,62,1,1335.29,Completed,0.18123614991198866
90,63,34,1,3784.04,Completed,0.4293618317966925
91,64,92,1,8200.24,Completed,0.6031007399811417
92,64,118,2,5207.01,Completed,0.7274182352492755
93,65,217,1,5793.44,Completed,0.8277889870365979
94,66,161,1,7213.27,Completed,0.9566902601688079
95,66,217,1,5329.02,Completed,0.3000843704678904
96,66,24,1,832.89,Completed,0.6303511025666735
97,67,47,2,1059.77,Completed,0.2515024321633414
98,68,63,1,417.59,Completed,0.3664588838503313
99,68,18,1,1403.63,Returned,0.07778715349527743
100,69,198,2,7006.21,Cancelled,0.28955914665903815
101,69,43,1,1505.64,Cancelled,0.21443430354300355
102,70,109,1,6212.21,Returned,0.20349410847154828
103,71,141,2,4762.84,Completed,0.37416766246237576
104,72,142,1,1219.73,Completed,0.26035601763087884
105,72,208,1,2194.96,Returned,0.179277131500912
106,73,33,1,4910.93,Returned,0.11531763534556855
107,74,78,3,536.47,Returned,0.03875681295875163
108,75,214,1,856.41,Completed,0.8478311894906975
109,75,36,1,4542.05,Returned,0.12288553931087771
110,76,63,2,391.32,Returned,0.07093415881594099
111,77,176,1,2940.05,Completed,0.9860142068807168
112,78,124,1,5665.46,Completed,0.717268588689406
113,79,98,1,856.75,Cancelled,0.6283003535385246
114,79,91,1,482.36,Cancelled,0.9896960323580504
115,80,183,2,1922.96,Returned,0.0635791319083228
116,81,116,1,8008.19,Completed,0.3488075932011079
117,82,172,1,4577.94,Completed,0.5533006010142161
118,83,22,1,614.17,Completed,0.7200802562014016
119,84,178,2,5995.15,Completed,0.9404995086980048
120,85,90,1,1921.38,Completed,0.5422568056194641
121,86,213,2,705.10,Completed,0.889785532736951
122,86,151,1,2865.33,Completed,0.822157277560008
123,87,157,1,1262.76,Completed,0.4414298203228319
124,88,78,1,576.82,Completed,0.7406772996677806
125,89,75,2,1868.97,Cancelled,0.379097068104052
126,90,120,1,2284.82,Completed,0.6734534722505635
127,91,159,1,1168.37,Completed,0.2299761876743065
128,92,182,2,5676.70,Returned,0.12952055235348695
129,93,54,1,3367.08,Completed,0.9576742294781602
130,93,47,1,1103.44,Completed,0.3998095210639849
131,94,171,1,6660.25,Returned,0.1260249476190889
132,94,186,1,660.92,Completed,0.4306962056371348
133,95,8,2,3159.30,Completed,0.7754062160620524
134,95,218,1,2663.94,Completed,0.5849424941325024
135,96,46,1,215.15,Completed,0.5984938532100001
136,97,218,1,2638.55,Completed,0.23764181438613852
137,97,210,1,1127.83,Completed,0.39272754303433705
138,97,41,2,1555.29,Completed,0.2507123027469146
139,98,5,1,1336.69,Returned,0.07537891536520692
140,98,67,1,1616.87,Completed,0.6247576993189358
141,99,125,1,874.20,Cancelled,0.8976517812327033
142,100,217,1,5869.10,Completed,0.613985838940354
143,101,145,1,6404.32,Completed,0.37697388173730473
144,102,143,2,1979.20,Returned,0.04291192259910696
145,103,26,1,1922.08,Returned,0.08363799851726554
146,103,122,1,1154.11,Completed,0.28945425552265186
147,104,98,1,842.24,Completed,0.19635731279510754
148,104,97,1,2193.34,Returned,0.1134238281412272
149,105,69,1,5762.54,Completed,0.9780472330544584
150,105,7,2,7539.25,Completed,0.5499647115822552
151,106,144,1,662.08,Completed,0.8156818894815463
152,107,167,1,3439.86,Completed,0.4285153433946104
153,108,122,1,1193.47,Completed,0.6955310792620584
154,109,151,1,2854.64,Cancelled,0.19210939686010536
155,109,3,2,835.61,Cancelled,0.8739537772479968
156,110,164,1,4041.11,Completed,0.7934407263933129
157,111,183,1,2126.34,Completed,0.3453423309562191
158,112,17,1,4137.87,Completed,0.3463895063348017
159,113,207,1,1250.79,Completed,0.6959205695389962
160,113,41,1,1517.32,Completed,0.4404343594242207
161,114,2,2,796.16,Returned,0.11441011923776019
162,115,156,1,6313.35,Returned,0.25074754864978377
163,116,67,1,1440.14,Completed,0.9105074162692832
164,116,92,1,7854.02,Completed,0.8002944661307098
165,117,39,1,1540.43,Completed,0.2699501125793439
166,118,120,1,2237.28,Completed,0.9488671952382356
167,119,176,2,3047.18,Cancelled,0.9344856691867911
168,120,81,1,3459.41,Completed,0.8258267909528937
169,120,133,1,2167.98,Completed,0.32567697793774025
170,121,47,1,1126.69,Completed,0.15090454756366511
171,121,122,1,1133.78,Completed,0.7774918347387498
172,122,141,1,4720.66,Completed,0.4347455617363989
173,123,29,1,6243.85,Completed,0.8412523351993899
174,123,158,1,2339.33,Completed,0.9020250215213979
175,124,88,2,1201.04,Completed,0.9863681327424647
176,124,40,1,1041.92,Completed,0.22576562988177465
177,125,126,1,337.05,Completed,0.1697237819151243
178,126,44,1,6860.28,Returned,0.17132205066394252
179,127,138,1,1450.77,Completed,0.34743893830798467
180,127,22,1,630.59,Completed,0.2232285702817408
181,128,44,1,7571.02,Returned,0.07382606721839502
182,129,203,1,710.48,Cancelled,0.6994446559803976
183,129,148,1,5397.53,Cancelled,0.2757451089804481
184,130,107,2,347.70,Completed,0.28039160769469257
185,130,220,1,507.78,Completed,0.5747227422657635
186,131,140,1,774.59,Returned,0.03243891897838462
187,132,17,1,4090.18,Completed,0.43802639882827776
188,133,162,2,6671.23,Returned,0.0928152679398798
189,133,148,1,5328.26,Returned,0.14999717394821083
190,134,148,1,5541.83,Completed,0.4715400966550597
191,135,149,1,7229.64,Completed,0.907708992164311
192,135,171,1,6747.77,Returned,0.12392470159002086
193,136,154,1,5006.68,Completed,0.8964965621908163
194,137,65,1,537.93,Completed,0.11070873691766406
195,138,63,1,391.58,Completed,0.8640540287495163
196,139,171,1,6812.52,Cancelled,0.9881439637282341
197,140,34,2,3991.73,Completed,0.3485577631262669
198,140,195,1,500.35,Completed,0.778356955180277
199,141,203,1,667.88,Completed,0.8461115172562297
200,142,129,1,2898.10,Completed,0.8954867514739621
201,143,180,1,2357.65,Completed,0.9390992363347664
202,144,58,1,4355.94,Returned,0.009035957985591104
203,144,137,1,932.47,Completed,0.22788211165730107
204,145,98,1,944.51,Completed,0.11230271506337702
205,146,179,2,7024.99,Completed,0.8778672710786268
206,147,73,1,740.78,Returned,0.05242824093664832
207,147,93,1,1042.82,Completed,0.628539422181006
208,147,14,1,1095.17,Completed,0.9854124188287299
209,147,87,1,7447.91,Returned,0.0414438583342767
210,148,192,1,1535.15,Completed,0.25098206591883865
211,149,215,1,2088.66,Cancelled,0.13057878532500825
212,149,165,1,1312.50,Cancelled,0.8999477596021702
213,150,86,1,3249.32,Returned,0.10800247276947132
214,150,153,2,3389.70,Completed,0.8401691157744909
215,151,41,2,1668.43,Completed,0.8768381912976859
216,151,207,1,1254.71,Completed,0.8636836398986015
217,152,35,1,1137.90,Completed,0.6879036563335952
218,153,118,1,4648.47,Completed,0.8484673927058162
219,153,156,1,6743.11,Returned,0.17862602526194046
220,154,136,1,6826.91,Completed,0.34772797892589863
221,155,87,1,7880.85,Returned,0.20276184957731688
222,156,202,1,481.52,Completed,0.9706253418425335
223,157,181,2,802.87,Completed,0.2448411912143614
224,157,220,2,489.09,Completed,0.3123299612778518
225,157,109,2,6096.19,Completed,0.8271262634798198
226,158,97,2,2155.37,Returned,0.19864146429918844
227,159,161,2,6517.79,Cancelled,0.5118285617901278
228,160,110,1,201.36,Completed,0.9632184467867189
229,161,72,1,186.10,Completed,0.2806065792968558
230,161,145,2,6805.15,Completed,0.5133775868577674
231,162,29,2,6200.65,Completed,0.7250682271319145
232,163,127,1,5946.46,Returned,0.08520840581991561
233,164,116,1,7297.70,Returned,0.2508373784374794
234,165,177,1,1685.35,Completed,0.9985617054612951
235,165,109,1,5528.96,Returned,0.2402964227276821
236,166,35,1,1165.12,Completed,0.2057970279881703
237,167,112,1,7833.46,Completed,0.30809590249145025
238,168,51,2,2032.27,Completed,0.9230884592263852
239,168,82,1,250.88,Completed,0.6911546193912202
240,169,212,1,1557.54,Cancelled,0.6865077500105907
241,170,204,3,1407.65,Completed,0.35907492261293805
242,171,208,2,1938.10,Completed,0.7358513937665628
243,171,107,1,378.23,Completed,0.602032231727645
244,172,120,1,2040.12,Completed,0.8026070080721817
245,173,2,1,832.90,Completed,0.206938375911618
246,174,51,1,2089.86,Completed,0.6268708860751901
247,174,61,2,7443.42,Completed,0.5135393333747418
248,175,85,1,347.96,Completed,0.6870840393817835
249,176,31,1,2510.01,Completed,0.894802227518337
250,177,40,2,952.12,Completed,0.4127590501799798
251,178,24,2,912.13,Completed,0.37938859907853284
252,179,124,1,5351.46,Cancelled,0.6586658755863699
253,179,12,1,2909.17,Cancelled,0.15516361142989585
254,180,207,1,1258.05,Completed,0.7998204611240145
255,180,85,2,389.26,Completed,0.5336115020640302
256,181,174,1,7594.41,Returned,0.26859615768175216
257,182,182,2,5808.94,Completed,0.7421463129503152
258,183,57,1,1310.34,Completed,0.9049431224399648
259,184,147,1,1290.42,Completed,0.2982767040825232
260,184,79,2,6890.06,Completed,0.7765541838263667
261,184,25,1,3071.43,Completed,0.9879408376179084
262,185,71,1,3684.24,Completed,0.6100416673440874
263,186,20,2,6830.08,Returned,0.08638585460035676
264,187,160,1,2495.25,Completed,0.6018043017031665
265,187,85,1,392.55,Completed,0.7498639754484072
266,187,171,1,6873.69,Completed,0.9439070028661816
267,188,62,1,1453.39,Completed,0.4699431187193311
268,189,70,1,2338.46,Cancelled,0.5179946157317559
269,190,115,1,6821.94,Returned,0.1801437532344309
270,191,1,1,4862.41,Completed,0.34673494971053204
271,192,80,2,2805.72,Returned,0.19324351958301247
272,193,192,2,1532.17,Completed,0.9260127795171111
273,194,163,1,3079.71,Returned,0.050333369570163426
274,195,173,1,481.96,Completed,0.4736285400331286
275,196,45,2,4085.22,Returned,0.2171426221887978
276,197,97,1,2230.18,Completed,0.6648275215782481
277,197,74,1,5591.60,Completed,0.6727097720584924
278,198,94,1,2444.89,Completed,0.3690663262913621
279,199,8,1,2991.36,Cancelled,0.8272023460149787
280,199,192,2,1482.58,Cancelled,0.02881278193445204
281,200,155,2,615.56,Completed,0.6624569023609691
282,200,195,2,505.07,Completed,0.22584619673513454
283,201,194,2,3586.50,Returned,0.14186030732641025
284,202,71,2,3555.43,Returned,0.03176297716029266
285,203,16,1,4429.22,Completed,0.7332339945558776
286,203,138,1,1360.67,Completed,0.5708810720321547
287,204,56,1,571.92,Completed,0.6547034072267854
288,204,30,1,1042.25,Completed,0.5608738507711085
289,204,69,1,5679.95,Completed,0.8402590629088311
290,205,159,1,1061.09,Completed,0.518673792964475
291,206,191,1,3323.64,Returned,0.07259180682952684
292,207,208,1,2139.79,Completed,0.8069376859878541
293,207,33,2,4918.54,Completed,0.8169130401843349
294,208,142,1,1210.47,Completed,0.6637521736917572
295,209,150,1,7862.12,Cancelled,0.8680217786394262
296,210,24,1,831.37,Completed,0.3488524028555047
297,211,206,2,4320.52,Returned,0.14019670909288964
298,211,55,2,4604.92,Completed,0.6544263676315791
299,211,152,1,7238.01,Completed,0.8515417416128719
300,212,118,1,4598.72,Returned,0.2944296359032669
301,213,210,2,1111.22,Completed,0.9175229854113637
302,214,171,1,5993.03,Completed,0.7043260500806626
303,214,85,1,341.73,Completed,0.7690613249028673
304,215,72,1,185.37,Completed,0.7323285050059934
305,216,157,1,1278.66,Completed,0.35445858105501027
306,217,129,1,2611.65,Completed,0.5753074209907161
307,218,158,1,2456.12,Completed,0.8131613925221948
308,219,76,1,496.55,Cancelled,0.3398847303724706
309,220,21,1,8042.92,Returned,0.2599395050294134
310,220,154,2,5479.50,Returned,0.2800433647633003
311,220,78,1,533.33,Completed,0.6203983394619061
312,221,125,1,856.59,Completed,0.26186163375327515
313,222,133,1,1912.80,Completed,0.4481131811143022
314,223,83,1,1706.86,Completed,0.45498103504533044
315,223,143,3,2081.65,Completed,0.9305656626173907
316,224,127,2,6115.70,Returned,0.28788523868460697
317,224,117,1,948.81,Completed,0.6477292363045078
318,225,177,2,1614.31,Completed,0.3749904962023632
319,226,8,1,3159.20,Completed,0.9317648028319374
320,227,141,2,4913.86,Completed,0.5338525562862424
321,227,118,1,5269.97,Completed,0.8739684036690447
322,228,105,1,1034.87,Completed,0.7682843802201416
323,229,48,1,5536.12,Cancelled,0.21951672082721882
324,229,181,2,797.41,Cancelled,0.7927304942093142
325,230,183,1,2008.65,Completed,0.3051023392985597
326,230,82,1,251.14,Completed,0.14732024459850065
327,231,120,1,2179.19,Completed,0.8212942358304692
328,232,211,1,635.89,Completed,0.6645104760904894
329,232,59,1,7482.99,Completed,0.8586697036946842
330,232,110,1,209.29,Completed,0.2998171209355976
331,233,16,1,4946.99,Completed,0.9230765243275804
332,233,194,1,3354.94,Completed,0.7159312895647542
333,234,13,1,5586.08,Completed,0.8104269055746747
334,235,42,1,2031.74,Completed,0.9043406899127557
335,236,14,2,1085.60,Returned,0.09042276357339953
336,237,94,2,2774.15,Completed,0.7390917788623755
337,237,51,2,2152.89,Completed,0.4241906343253242
338,238,191,2,3309.74,Completed,0.9036778657731394
339,239,62,1,1511.59,Cancelled,0.24581745662336932
340,240,99,1,1469.21,Completed,0.5180537165310735
341,241,210,1,1026.64,Completed,0.8528162435189041
342,242,14,1,1092.55,Completed,0.7099200987349451
343,242,128,1,3997.61,Completed,0.9911517938516585
344,243,97,1,2062.58,Completed,0.825998703787102
345,244,31,1,2523.63,Returned,0.1565381681141799
346,244,152,2,6992.11,Completed,0.30469475994323825
347,245,146,2,1245.50,Returned,0.05385932610729646
348,246,103,1,776.81,Completed,0.3552123814404126
349,247,117,1,845.20,Completed,0.6144839596138186
350,248,185,1,1421.82,Returned,0.006782684481500354
351,249,36,1,4819.32,Cancelled,0.19046157429969085
352,250,113,2,903.25,Completed,0.9319598487875982
353,251,41,1,1536.04,Returned,0.0884145517725633
354,252,130,2,450.36,Completed,0.646193243233667
355,252,42,1,2167.30,Completed,0.96572259158429
356,253,181,1,759.21,Completed,0.890033258954094
357,253,187,1,2074.95,Completed,0.5529985507512452
358,253,168,1,1770.50,Returned,0.0948930076275887
359,254,177,2,1748.38,Completed,0.815469416617853
360,255,128,2,4003.18,Completed,0.792668090940144
361,255,156,2,6019.97,Completed,0.5169322355808059
362,255,218,2,2606.62,Completed,0.20665693581724254
363,256,187,1,1869.96,Completed,0.48248800307743994
364,257,149,1,6756.38,Completed,0.7924692386691172
365,258,47,1,1111.95,Completed,0.5148822148469111
366,259,208,3,1987.22,Cancelled,0.19700338896084893
367,259,149,1,6656.86,Cancelled,0.4403703309971563
368,260,206,1,3970.65,Completed,0.6108415188368796
369,260,157,1,1142.16,Completed,0.7330966319265744
370,261,27,1,5458.99,Completed,0.832958633855878
371,262,187,2,1925.45,Completed,0.965503304233312
372,262,110,1,208.61,Completed,0.32864065033257067
373,263,42,2,2038.77,Completed,0.7466933696965625
374,264,119,1,4007.08,Completed,0.7475449282187455
375,265,196,2,957.71,Completed,0.4976445627376852
376,265,129,1,2644.20,Completed,0.24558805976583442
377,266,122,2,1060.07,Completed,0.7350066413497615
378,267,186,1,620.28,Completed,0.9382690581849488
379,268,214,1,786.30,Completed,0.48632539760910476
380,269,191,1,3093.71,Cancelled,0.6168198442243225
381,269,156,1,5979.18,Cancelled,0.6251230590279429
382,270,135,2,6256.71,Returned,0.2751557932003921
383,271,220,1,482.37,Completed,0.5004098196517768
384,271,121,1,1180.03,Completed,0.6765817493913525
385,272,86,1,3566.45,Completed,0.8816793187350773
386,273,102,1,575.25,Completed,0.37865137623497414
387,274,51,2,1981.05,Completed,0.24821895570328362
388,275,156,2,5998.98,Returned,0.1051406805451407
389,276,83,1,1711.44,Completed,0.7810465663494975
390,277,203,2,690.44,Completed,0.5898108208457109
391,278,84,1,3274.06,Completed,0.6059144359137066
392,279,34,1,4228.27,Cancelled,0.2601397477650454
393,279,116,1,7758.31,Cancelled,0.48295546181775206
394,280,122,1,1042.00,Completed,0.6343580965272692
395,281,166,1,4274.58,Completed,0.7229241279167348
396,282,74,1,5549.71,Completed,0.7115463807355114
397,283,122,1,1172.76,Completed,0.3889595506609972
398,283,105,1,992.93,Completed,0.8101586418320971
399,284,21,2,7122.48,Completed,0.8839145879111389
400,284,103,2,754.15,Completed,0.9890970447930479
401,285,175,2,4582.20,Returned,0.2937414909654683
402,286,207,2,1262.94,Completed,0.5014163511818427
403,287,181,1,818.68,Completed,0.6258573137464536
404,287,13,1,5993.06,Completed,0.6250375459203846
405,288,158,1,2313.80,Completed,0.24761581909620745
406,289,18,1,1292.21,Cancelled,0.36296648845352836
407,289,19,1,3413.19,Cancelled,0.07198501571266448
408,290,194,1,3799.89,Returned,0.2710256439363823
409,291,204,1,1404.20,Returned,0.13917320327756294
410,291,143,3,2203.84,Completed,0.8827891153123129
411,292,112,1,7268.34,Completed,0.9964259974625204
412,293,124,2,5516.61,Completed,0.3337626721093083
413,294,132,1,543.86,Completed,0.6795353988926256
414,295,171,1,6367.41,Completed,0.396389008868848
415,295,68,1,4844.69,Completed,0.9433388784000081
416,296,185,1,1291.95,Completed,0.5275273961271415
417,297,49,1,6811.77,Completed,0.807620376169328
418,298,144,1,630.16,Completed,0.45551972319886064
419,299,93,1,949.89,Cancelled,0.8547375182199641
420,300,25,1,3374.03,Completed,0.9071284522368838
421,301,65,1,524.83,Completed,0.9714297372581714
422,302,124,2,5586.67,Returned,0.13576336031385078
423,303,52,1,1055.81,Completed,0.7645276205283847
424,304,6,1,481.19,Completed,0.41534805243401607
425,305,71,1,3853.07,Completed,0.7831574313185713
426,305,187,1,1918.27,Completed,0.6697430300244531
427,306,46,1,212.13,Completed,0.9992428869001967
428,306,61,1,6578.00,Completed,0.986985375161269
429,306,83,1,1474.79,Completed,0.9371982458394005
430,307,146,2,1344.27,Completed,0.72503513444684
431,307,111,2,4692.92,Completed,0.8135809654496433
432,308,80,2,2771.63,Completed,0.8927994546413417
433,309,77,1,5098.48,Cancelled,0.0232544075914234
434,310,167,1,3549.49,Completed,0.43787370476673704
435,310,56,3,505.19,Completed,0.1196053317930599
436,311,205,2,3570.27,Returned,0.28440557539873346
437,311,127,1,6279.37,Returned,0.0632119123481325
438,312,161,2,6734.36,Completed,0.46284286627810717
439,312,34,1,4162.45,Returned,0.12457862507978326
440,313,201,1,4545.24,Returned,0.23436455729823985
441,314,214,1,849.47,Completed,0.7980869419854945
442,315,48,1,6038.44,Returned,0.2873410687663975
443,315,87,1,7915.35,Returned,0.04244454860914922
444,315,122,1,1195.17,Completed,0.35019956748019865
445,316,204,1,1346.64,Completed,0.6236642223071905
446,317,133,2,2129.65,Returned,0.06772243982900161
447,318,41,1,1673.08,Completed,0.4676195629570815
448,318,109,1,5747.50,Returned,0.13493052603204783
449,319,158,1,2357.66,Cancelled,0.27179397202263955
450,319,33,2,5179.50,Cancelled,0.9541783127506993
451,320,108,1,3223.23,Completed,0.9555096784192227
452,321,102,1,649.02,Completed,0.9150134845776609
453,322,78,1,524.00,Completed,0.7085384183642812
454,323,128,2,4000.20,Completed,0.7976516688220684
455,323,76,1,468.29,Completed,0.8626431197511434
456,324,72,2,214.10,Completed,0.9202606230231567
457,324,203,1,724.04,Returned,0.013373786595998133
458,325,55,1,4614.53,Completed,0.30608709464416567
459,326,90,2,1803.14,Completed,0.490314144166479
460,327,153,2,3308.19,Completed,0.533309467633543
461,327,89,1,4058.85,Returned,0.19560493640192314
462,328,31,1,2446.12,Completed,0.3780963098426315
463,328,3,1,878.83,Completed,0.30366677074103315
464,329,215,1,2164.70,Cancelled,0.3840449549109162
465,330,101,1,805.96,Returned,0.0092244930651267
466,331,197,1,379.82,Completed,0.8939876313265298
467,332,193,1,3233.33,Completed,0.44226470817091385
468,332,134,1,6132.54,Completed,0.5293606776086247
469,333,138,1,1555.81,Completed,0.3200092942640272
470,334,90,2,1851.52,Returned,0.011964469227906754
471,335,212,1,1451.60,Returned,0.09979449408109718
472,336,112,1,7018.24,Completed,0.46307909345541065
473,336,210,1,1144.69,Returned,0.016012015767406688
474,337,124,1,5441.51,Completed,0.6908228292044465
475,338,22,1,606.74,Completed,0.4060781294536573
476,339,177,1,1618.16,Cancelled,0.9579221903885922
477,340,75,1,1895.12,Completed,0.5713765943156337
478,341,51,2,2189.69,Completed,0.9831164311460372
479,341,5,1,1297.78,Completed,0.20145240351692997
480,342,62,1,1448.29,Returned,0.057912754880183145
481,343,33,2,4901.39,Completed,0.6852065945837709
482,343,90,1,1888.12,Completed,0.2522947390119496
483,344,68,1,4911.59,Returned,0.20585394204208063
484,345,37,2,3684.46,Returned,0.2723855239081993
485,346,218,3,2955.55,Completed,0.7443658241483996
486,347,134,1,6426.96,Completed,0.9046725797510451
487,348,96,1,2585.01,Completed,0.29026545704367146
488,349,165,1,1464.59,Cancelled,0.7373095766988672
489,350,64,1,427.70,Completed,0.8157515430969666
490,351,174,2,7962.42,Completed,0.8668290161218765
491,352,45,2,4248.63,Completed,0.8868904820521274
492,352,218,1,2634.07,Completed,0.8339653926286524
493,352,184,1,2543.55,Completed,0.509155547720525
494,353,199,1,1535.75,Returned,0.04388159145031273
495,353,143,2,2183.61,Completed,0.6919413448236337
496,354,68,1,4800.13,Completed,0.32806198050087504
497,354,100,1,5193.39,Completed,0.5644858987671192
498,355,184,1,2276.61,Completed,0.8382435830666158
499,355,174,2,7866.66,Completed,0.49776024976536654
500,355,34,1,4374.66,Completed,0.9740705303606303
501,356,212,2,1463.68,Completed,0.3770719332406967
502,357,123,1,5793.26,Completed,0.9631481058552378
503,358,3,1,920.28,Completed,0.6845247602877438
504,359,50,1,1095.78,Cancelled,0.5331795146066505
505,359,38,1,1601.74,Cancelled,0.612323322903666
506,360,40,2,1015.83,Completed,0.46207810143202366
507,361,167,1,3586.54,Completed,0.47342056918276526
508,361,102,3,660.79,Completed,0.9808685723514003
509,362,35,2,1072.92,Completed,0.4840811849423509
510,362,15,2,4265.52,Completed,0.47780023839119845
511,363,214,1,862.91,Completed,0.9367576678625845
512,364,29,1,7115.20,Returned,0.2503876548729722
513,365,153,1,3417.21,Completed,0.44166530151075245
514,365,6,2,471.95,Completed,0.4571635736684907
515,366,138,1,1458.95,Completed,0.9608219945438411
516,366,16,1,4910.22,Completed,0.4326192824473784
517,367,153,2,3221.99,Completed,0.28063045933901376
518,368,192,2,1468.30,Completed,0.1052944800865785
519,368,199,2,1504.06,Completed,0.6845810531494962
520,369,165,1,1467.70,Cancelled,0.10702185622139075
521,370,21,1,7956.80,Completed,0.48136615239211
522,370,11,1,615.69,Returned,0.08576522403002272
523,371,22,1,639.26,Completed,0.9847276937074286
524,371,87,1,7932.14,Completed,0.6663428271807198
525,371,137,1,1009.98,Completed,0.3775310855149581
526,372,60,1,5601.52,Completed,0.8886269767662761
527,373,117,1,963.87,Completed,0.31054165802015143
528,374,144,2,644.77,Completed,0.8868273905355738
529,375,89,1,3834.05,Completed,0.5025120093510598
530,376,79,1,6326.39,Completed,0.8520779058822225
531,377,37,1,4073.42,Completed,0.752853532091578
532,377,205,1,3678.53,Returned,0.2080339735448677
533,378,36,1,5193.83,Completed,0.7816093021832493
534,378,150,1,7091.87,Returned,0.2839446210152885
535,379,109,1,5835.27,Cancelled,0.07489522926033962
536,380,52,1,1092.27,Completed,0.5226423139894775
537,381,7,1,7869.38,Completed,0.38852591290001376
