order_id,customer_id,order_date,order_status,payment_method
49,3,2024-12-26,Cancelled,"Debit Card"
50,3,2024-07-30,Completed,"Credit Card"
51,3,2024-09-23,Completed,COD
52,3,2025-05-23,Completed,COD
53,3,2025-06-02,Completed,COD
54,3,2025-01-10,Completed,UPI
55,3,2025-05-16,Completed,COD
56,3,2025-05-10,Completed,"Debit Card"
57,3,2025-02-10,Returned,COD
58,3,2025-04-03,Returned,"Debit Card"
59,3,2025-04-23,Cancelled,"Credit Card"
60,3,2025-06-05,Completed,"Credit Card"
61,3,2025-03-14,Completed,"Debit Card"
62,3,2025-05-24,Completed,"Debit Card"
63,3,2024-11-22,Completed,"Debit Card"
64,3,2025-04-01,Completed,UPI
65,4,2024-12-26,Completed,COD
66,4,2024-04-25,Completed,"Debit Card"
67,4,2024-10-06,Returned,"Credit Card"
68,4,2024-11-30,Returned,UPI
69,4,2024-06-09,Cancelled,COD
70,4,2024-12-25,Completed,"Debit Card"
71,4,2024-07-19,Completed,"Credit Card"
72,4,2024-11-07,Completed,COD
73,4,2024-11-07,Completed,COD
74,4,2024-10-21,Completed,COD
75,4,2024-06-27,Completed,"Debit Card"
76,4,2024-10-10,Completed,"Credit Card"
77,4,2024-10-09,Returned,"Credit Card"
78,4,2024-12-09,Returned,"Credit Card"
79,4,2025-01-02,Cancelled,COD
80,4,2024-04-28,Completed,"Credit Card"
81,4,2024-10-12,Completed,UPI
82,4,2024-10-05,Completed,"Credit Card"
83,4,2024-08-07,Completed,"Credit Card"
84,4,2024-11-24,Completed,UPI
85,4,2024-03-16,Completed,"Debit Card"
86,4,2024-12-29,Completed,UPI
87,5,2024-10-05,Returned,"Credit Card"
88,5,2025-05-16,Returned,"Debit Card"
89,5,2025-05-13,Cancelled,"Credit Card"
90,5,2025-04-10,Completed,"Credit Card"
91,5,2024-11-28,Completed,COD
92,5,2024-11-25,Completed,UPI
93,5,2025-08-26,Completed,"Credit Card"
94,5,2025-08-20,Completed,"Credit Card"
95,5,2025-03-09,Completed,"Credit Card"
96,5,2025-07-30,Completed,COD
97,5,2025-06-24,Returned,UPI
98,5,2025-05-29,Returned,"Credit Card"
99,5,2025-05-24,Cancelled,UPI
100,5,2024-11-18,Completed,UPI
101,5,2025-07-10,Completed,"Debit Card"
102,5,2025-02-02,Completed,"Credit Card"
103,5,2025-08-21,Completed,COD
104,5,2025-08-21,Completed,"Credit Card"
105,5,2025-06-20,Completed,COD
106,5,2025-05-03,Completed,UPI
107,5,2025-08-27,Returned,"Credit Card"
108,6,2025-11-05,Returned,"Debit Card"
109,6,2025-11-11,Cancelled,"Credit Card"
110,6,2025-09-02,Completed,COD
111,6,2025-06-30,Completed,"Debit Card"
112,6,2025-06-27,Completed,UPI
113,6,2025-09-16,Completed,UPI
114,6,2025-09-29,Completed,"Credit Card"
115,6,2025-10-03,Completed,"Debit Card"
116,6,2025-06-26,Completed,COD
117,6,2025-02-28,Returned,COD
118,6,2025-11-28,Returned,"Debit Card"
119,6,2025-07-07,Cancelled,UPI
120,6,2025-10-05,Completed,UPI
121,6,2025-10-21,Completed,UPI
122,6,2024-12-19,Completed,COD
123,6,2025-11-26,Completed,"Debit Card"
124,6,2025-10-12,Completed,"Credit Card"
125,6,2025-02-21,Completed,UPI
126,6,2025-09-27,Completed,COD
127,6,2025-09-04,Returned,"Credit Card"
128,6,2025-01-08,Returned,UPI
129,6,2025-04-03,Cancelled,COD
130,7,2025-04-29,Completed,"Debit Card"
131,7,2025-10-27,Completed,UPI
132,7,2025-10-17,Completed,COD
133,7,2025-09-18,Completed,UPI
134,7,2025-09-15,Completed,COD
135,7,2025-07-02,Completed,"Debit Card"
136,7,2025-01-16,Completed,"Debit Card"
137,7,2025-06-15,Returned,UPI
138,7,2025-10-19,Returned,"Debit Card"
139,7,2025-02-02,Cancelled,"Credit Card"
140,7,2025-10-29,Completed,"Credit Card"
141,7,2025-01-12,Completed,"Credit Card"
142,7,2025-04-02,Completed,"Credit Card"
143,7,2025-10-17,Completed,COD
144,7,2024-12-03,Completed,COD
145,7,2025-07-27,Completed,COD
146,7,2025-05-28,Completed,UPI
147,7,2025-08-04,Returned,COD
148,7,2025-08-26,Returned,COD
149,7,2025-11-08,Cancelled,"Credit Card"
150,7,2025-09-25,Completed,"Credit Card"
151,7,2025-09-15,Completed,COD
152,7,2025-04-23,Completed,"Debit Card"
153,8,2024-10-26,Completed,"Debit Card"
154,8,2025-05-10,Completed,"Debit Card"
155,8,2025-05-03,Completed,"Credit Card"
156,8,2025-04-06,Completed,"Credit Card"
157,8,2025-06-26,Returned,"Credit Card"
158,8,2024-11-18,Returned,"Debit Card"
159,8,2025-04-12,Cancelled,UPI
160,8,2025-06-06,Completed,"Debit Card"
161,8,2025-05-12,Completed,"Credit Card"
162,8,2025-04-03,Completed,COD
163,8,2024-08-12,Completed,COD
164,8,2025-05-15,Completed,"Credit Card"
165,8,2025-03-17,Completed,COD
166,8,2024-08-04,Completed,UPI
167,8,2024-10-04,Returned,UPI
168,8,2024-12-12,Returned,"Credit Card"
169,8,2024-12-01,Cancelled,UPI
170,8,2025-05-20,Completed,UPI
171,8,2024-12-05,Completed,UPI
172,8,2025-02-23,Completed,"Debit Card"
173,9,2024-06-14,Completed,"Debit Card"
174,9,2025-03-18,Completed,COD
175,9,2024-07-05,Completed,COD
176,9,2024-12-20,Completed,COD
177,9,2024-08-18,Returned,UPI
178,9,2024-09-27,Returned,"Debit Card"
179,9,2024-04-19,Cancelled,"Debit Card"
180,9,2024-12-13,Completed,"Credit Card"
181,9,2024-07-16,Completed,"Debit Card"
182,9,2024-04-18,Completed,"Credit Card"
183,9,2025-01-06,Completed,"Debit Card"
184,9,2024-04-09,Completed,"Debit Card"
185,9,2025-01-18,Completed,"Debit Card"
186,9,2025-01-01,Completed,COD
187,9,2024-06-05,Returned,"Credit Card"
188,9,2025-01-12,Returned,"Debit Card"
189,9,2024-10-04,Cancelled,"Credit Card"
190,9,2025-02-11,Completed,COD
191,9,2024-11-09,Completed,UPI
192,9,2025-02-05,Completed,COD
193,9,2024-04-12,Completed,UPI
194,9,2025-03-23,Completed,UPI
195,9,2024-05-21,Completed,COD
196,10,2025-08-23,Completed,"Debit Card"
197,10,2024-12-21,Returned,UPI
198,10,2025-04-13,Returned,"Debit Card"
199,10,2024-11-27,Cancelled,UPI
200,10,2025-03-21,Completed,"Credit Card"
201,10,2025-09-03,Completed,UPI
202,10,2025-08-22,Completed,UPI
203,10,2025-02-28,Completed,COD
204,10,2024-11-25,Completed,UPI
205,10,2025-10-02,Completed,"Debit Card"
206,10,2024-12-20,Completed,COD
207,10,2025-10-20,Returned,"Credit Card"
208,10,2025-05-07,Returned,UPI
209,10,2025-09-25,Cancelled,"Credit Card"
210,10,2025-01-26,Completed,COD
211,10,2025-05-12,Completed,"Credit Card"
212,10,2025-11-04,Completed,UPI
213,10,2025-10-30,Completed,"Credit Card"
214,10,2025-04-17,Completed,COD
215,10,2024-12-11,Completed,COD
216,10,2025-10-06,Completed,UPI
217,11,2024-09-22,Returned,COD
218,11,2024-02-25,Returned,UPI
219,11,2024-02-24,Cancelled,"Debit Card"
220,11,2024-11-12,Completed,"Credit Card"
221,11,2024-02-11,Completed,UPI
222,11,2024-05-14,Completed,COD
223,11,2024-04-05,Completed,"Credit Card"
224,11,2024-05-25,Completed,"Credit Card"
225,11,2025-01-04,Completed,COD
226,11,2024-09-06,Completed,"Debit Card"
227,11,2024-03-20,Returned,UPI
228,11,2024-06-15,Returned,COD
229,11,2025-01-24,Cancelled,COD
230,11,2024-06-05,Completed,COD
231,11,2024-11-05,Completed,COD
232,11,2024-12-06,Completed,COD
233,11,2024-02-27,Completed,COD
234,11,2024-09-16,Completed,UPI
235,11,2024-11-03,Completed,COD
236,11,2025-01-09,Completed,UPI
237,11,2024-09-07,Returned,"Debit Card"
238,11,2024-07-27,Returned,"Debit Card"
239,11,2024-02-23,Cancelled,"Debit Card"
240,11,2024-12-16,Completed,"Credit Card"
241,12,2024-11-10,Completed,COD
242,12,2024-12-13,Completed,"Credit Card"
243,12,2024-11-05,Completed,UPI
244,12,2024-02-28,Completed,COD
245,12,2024-05-06,Completed,"Debit Card"
246,12,2024-07-14,Completed,"Debit Card"
247,12,2024-10-30,Returned,COD
248,12,2024-07-11,Returned,"Credit Card"
249,12,2024-12-01,Cancelled,COD
250,12,2024-12-29,Completed,COD
251,12,2024-05-08,Completed,COD
252,12,2024-02-22,Completed,"Debit Card"
253,12,2024-06-24,Completed,"Debit Card"
254,12,2024-12-08,Completed,COD
255,12,2024-11-03,Completed,"Credit Card"
256,12,2024-12-01,Completed,COD
257,12,2024-11-18,Returned,"Credit Card"
258,12,2024-11-19,Returned,"Credit Card"
259,12,2024-12-14,Cancelled,UPI
260,12,2024-03-31,Completed,"Debit Card"
261,12,2024-12-14,Completed,UPI
262,13,2024-07-21,Completed,UPI
263,13,2025-03-01,Completed,"Debit Card"
264,13,2025-03-31,Completed,UPI
265,13,2025-02-23,Completed,UPI
266,13,2024-12-17,Completed,"Debit Card"
267,13,2024-09-04,Returned,"Debit Card"
268,13,2024-12-18,Returned,UPI
269,13,2025-03-21,Cancelled,COD
270,13,2024-07-27,Completed,COD
271,13,2025-02-02,Completed,"Credit Card"
272,13,2024-12-03,Completed,"Debit Card"
273,13,2025-03-23,Completed,COD
274,13,2025-01-23,Completed,COD
275,13,2025-04-25,Completed,UPI
276,13,2025-02-19,Completed,COD
277,13,2025-04-14,Returned,COD
278,13,2024-06-27,Returned,COD
279,13,2025-02-13,Cancelled,COD
280,13,2024-08-04,Completed,UPI
281,13,2024-12-14,Completed,COD
282,13,2025-04-07,Completed,COD
283,14,2025-01-16,Completed,"Credit Card"
284,14,2025-01-28,Completed,UPI
285,14,2024-10-14,Completed,"Debit Card"
286,14,2024-08-21,Completed,UPI
287,14,2024-07-27,Returned,"Debit Card"
288,14,2024-09-09,Returned,UPI
289,14,2024-12-29,Cancelled,"Debit Card"
290,14,2025-01-12,Completed,"Debit Card"
291,14,2025-01-08,Completed,UPI
292,14,2024-07-13,Completed,"Debit Card"
293,14,2024-11-17,Completed,"Debit Card"
294,14,2024-04-01,Completed,"Debit Card"
295,14,2025-02-22,Completed,"Debit Card"
296,14,2024-04-13,Completed,"Credit Card"
297,14,2025-02-13,Returned,"Debit Card"
298,14,2025-03-05,Returned,"Debit Card"
299,14,2024-09-09,Cancelled,"Credit Card"
300,14,2025-03-14,Completed,"Credit Card"
301,14,2024-09-13,Completed,UPI
302,14,2025-03-22,Completed,"Debit Card"
303,14,2025-03-06,Completed,UPI
304,14,2024-07-08,Completed,UPI
305,14,2024-09-30,Completed,UPI
306,15,2024-09-18,Completed,"Credit Card"
307,15,2025-04-30,Returned,UPI
308,15,2025-05-27,Returned,"Credit Card"
309,15,2025-01-26,Cancelled,COD
310,15,2025-04-17,Completed,COD
311,15,2024-08-30,Completed,"Credit Card"
312,15,2024-07-11,Completed,"Debit Card"
313,15,2025-04-29,Completed,COD
314,15,2024-08-04,Completed,COD
315,15,2024-09-15,Completed,UPI
316,15,2024-08-19,Completed,"Credit Card"
317,15,2025-03-09,Returned,COD
318,15,2025-05-28,Returned,UPI
319,15,2025-04-09,Cancelled,UPI
320,15,2025-02-11,Completed,"Credit Card"
321,15,2024-12-18,Completed,COD
322,15,2024-10-23,Completed,"Debit Card"
323,15,2025-05-31,Completed,"Credit Card"
324,15,2025-02-11,Completed,COD
325,15,2024-08-06,Completed,COD
326,15,2025-05-11,Completed,COD
327,16,2024-04-29,Returned,COD
328,16,2024-12-01,Returned,UPI
329,16,2024-03-30,Cancelled,"Credit Card"
330,16,2024-06-18,Completed,UPI
331,16,2024-07-11,Completed,UPI
332,16,2024-03-22,Completed,"Credit Card"
333,16,2024-12-05,Completed,COD
334,16,2024-12-31,Completed,UPI
335,16,2024-12-30,Completed,"Debit Card"
336,16,2025-02-06,Completed,UPI
337,16,2024-03-04,Returned,UPI
338,16,2024-12-01,Returned,"Debit Card"
339,16,2024-12-30,Cancelled,"Debit Card"
340,16,2024-05-29,Completed,"Credit Card"
341,16,2025-02-03,Completed,"Debit Card"
342,16,2025-02-12,Completed,COD
343,16,2024-07-11,Completed,"Credit Card"
344,16,2024-08-20,Completed,COD
345,16,2025-02-25,Completed,UPI
346,16,2025-01-19,Completed,COD
347,16,2025-01-15,Returned,COD
348,16,2025-02-23,Returned,UPI
349,17,2025-09-02,Cancelled,"Debit Card"
350,17,2025-04-23,Completed,COD
351,17,2025-08-19,Completed,"Credit Card"
352,17,2025-07-10,Completed,"Credit Card"
353,17,2024-09-23,Completed,"Credit Card"
354,17,2025-07-03,Completed,"Debit Card"
355,17,2025-08-17,Completed,UPI
356,17,2025-05-09,Completed,"Credit Card"
357,17,2024-10-28,Returned,UPI
358,17,2025-08-24,Returned,COD
359,17,2025-07-03,Cancelled,UPI
360,17,2025-07-15,Completed,COD
361,17,2025-06-08,Completed,UPI
362,17,2025-07-15,Completed,"Debit Card"
363,17,2024-12-28,Completed,COD
364,17,2024-09-23,Completed,"Credit Card"
365,17,2024-12-17,Completed,"Debit Card"
366,17,2025-07-28,Completed,"Debit Card"
367,17,2025-01-04,Returned,COD
368,17,2025-06-25,Returned,UPI
369,17,2025-05-31,Cancelled,"Credit Card"
370,18,2024-07-27,Completed,"Credit Card"
371,18,2024-05-13,Completed,"Credit Card"
372,18,2025-03-02,Completed,"Credit Card"
373,18,2025-01-25,Completed,COD
374,18,2025-02-06,Completed,"Credit Card"
375,18,2025-03-19,Completed,"Debit Card"
376,18,2025-01-06,Completed,UPI
377,18,2025-01-14,Returned,"Debit Card"
378,18,2024-08-15,Returned,"Debit Card"
379,18,2024-09-11,Cancelled,"Debit Card"
380,18,2025-03-15,Completed,UPI
381,18,2025-02-02,Completed,"Credit Card"
382,18,2024-09-21,Completed,"Debit Card"
383,18,2025-02-16,Completed,"Credit Card"
384,18,2024-04-19,Completed,UPI
385,18,2024-06-27,Completed,"Credit Card"
386,18,2024-05-25,Completed,COD
387,18,2024-09-14,Returned,COD
388,18,2025-01-13,Returned,COD
389,18,2025-02-06,Cancelled,UPI
390,18,2025-01-02,Completed,"Credit Card"
391,19,2024-04-22,Completed,COD
392,19,2025-02-25,Completed,COD
393,19,2025-03-04,Completed,"Debit Card"
394,19,2024-11-03,Completed,"Credit Card"
395,19,2025-02-27,Completed,UPI
396,19,2025-02-05,Completed,UPI
397,19,2024-10-08,Returned,"Credit Card"
398,19,2024-08-24,Returned,UPI
399,19,2024-05-22,Cancelled,"Credit Card"
400,19,2024-06-04,Completed,"Debit Card"
401,19,2025-01-22,Completed,"Credit Card"
402,19,2024-07-03,Completed,"Debit Card"
403,19,2024-07-12,Completed,COD
404,19,2024-04-12,Completed,COD
405,19,2024-08-17,Completed,"Debit Card"
406,19,2024-07-19,Completed,"Credit Card"
407,19,2024-10-31,Returned,"Credit Card"
408,19,2024-04-25,Returned,"Credit Card"
409,19,2025-01-28,Cancelled,"Credit Card"
410,19,2025-02-11,Completed,UPI
411,19,2025-03-13,Completed,"Credit Card"
412,20,2025-10-23,Completed,"Debit Card"
413,20,2025-10-02,Completed,UPI
414,20,2025-09-06,Completed,COD
415,20,2025-11-20,Completed,"Credit Card"
416,20,2025-09-27,Completed,UPI
417,20,2025-11-20,Returned,UPI
418,20,2025-10-05,Returned,"Credit Card"
419,20,2025-10-29,Cancelled,COD
420,20,2025-11-17,Completed,"Credit Card"
421,20,2025-09-27,Completed,UPI
422,20,2025-01-02,Completed,UPI
423,20,2025-10-23,Completed,COD
424,20,2025-07-20,Completed,UPI
425,20,2025-11-15,Completed,"Debit Card"
426,20,2025-10-04,Completed,COD
427,20,2025-10-01,Returned,"Debit Card"
428,20,2025-11-12,Returned,COD
429,20,2025-08-23,Cancelled,UPI
430,20,2025-09-06,Completed,"Credit Card"
431,20,2025-09-26,Completed,UPI
432,20,2025-10-30,Completed,"Debit Card"
433,21,2024-12-07,Completed,"Credit Card"
434,21,2025-04-17,Completed,COD
435,21,2025-07-27,Completed,"Credit Card"
436,21,2025-01-10,Completed,COD
437,21,2025-06-15,Returned,UPI
438,21,2025-07-26,Returned,"Credit Card"
439,21,2025-02-14,Cancelled,"Credit Card"
440,21,2024-09-23,Completed,COD
441,21,2025-04-16,Completed,"Credit Card"
442,21,2025-01-29,Completed,UPI
443,21,2025-07-19,Completed,COD
444,21,2024-10-08,Completed,UPI
445,21,2024-12-15,Completed,UPI
446,21,2025-08-14,Completed,UPI
447,21,2025-08-16,Returned,COD
448,21,2025-03-19,Returned,"Debit Card"
449,21,2025-06-30,Cancelled,"Credit Card"
450,21,2025-02-06,Completed,COD
451,21,2025-06-29,Completed,"Credit Card"
452,21,2025-06-24,Completed,"Debit Card"
453,21,2025-08-28,Completed,UPI
454,21,2024-12-08,Completed,COD
455,22,2024-04-30,Completed,"Credit Card"
456,22,2024-11-24,Completed,COD
457,22,2024-09-02,Returned,UPI
458,22,2024-09-11,Returned,"Credit Card"
459,22,2024-10-13,Cancelled,"Credit Card"
460,22,2025-01-26,Completed,"Credit Card"
461,22,2024-10-07,Completed,"Debit Card"
462,22,2024-12-22,Completed,UPI
463,22,2024-12-27,Completed,COD
464,22,2024-07-13,Completed,"Credit Card"
465,22,2025-03-01,Completed,UPI
466,22,2024-10-03,Completed,COD
467,22,2024-08-22,Returned,"Credit Card"
468,22,2024-09-27,Returned,"Credit Card"
469,22,2025-03-24,Cancelled,COD
470,22,2025-01-25,Completed,COD
471,22,2024-05-11,Completed,COD
472,22,2024-12-29,Completed,UPI
473,22,2025-02-10,Completed,UPI
474,22,2024-10-24,Completed,"Debit Card"
475,22,2024-06-01,Completed,UPI
476,22,2025-02-06,Completed,UPI
477,23,2025-07-05,Returned,"Debit Card"
478,23,2025-07-25,Returned,COD
479,23,2025-01-18,Cancelled,COD
480,23,2025-07-04,Completed,"Debit Card"
481,23,2025-08-18,Completed,"Credit Card"
482,23,2025-07-27,Completed,UPI
483,23,2025-08-18,Completed,"Credit Card"
484,23,2025-06-15,Completed,COD
485,23,2025-05-23,Completed,UPI
486,23,2024-12-11,Completed,UPI
487,23,2025-09-11,Returned,"Credit Card"
488,23,2025-04-10,Returned,UPI
489,23,2024-10-27,Cancelled,UPI
490,23,2025-08-06,Completed,"Debit Card"
491,23,2025-07-28,Completed,UPI
492,23,2024-11-27,Completed,"Credit Card"
493,23,2025-04-25,Completed,"Debit Card"
494,23,2025-04-11,Completed,"Credit Card"
495,23,2025-07-19,Completed,"Debit Card"
496,23,2024-11-12,Completed,"Debit Card"
497,23,2025-09-02,Returned,"Debit Card"
498,23,2025-05-04,Returned,UPI
499,23,2025-02-06,Cancelled,UPI
500,24,2025-02-21,Completed,COD
501,24,2024-06-21,Completed,UPI
502,24,2025-02-24,Completed,COD
503,24,2025-03-01,Completed,COD
504,24,2025-03-20,Completed,"Credit Card"
505,24,2024-06-26,Completed,COD
506,24,2024-06-28,Completed,COD
507,24,2024-12-21,Returned,UPI
508,24,2025-05-19,Returned,"Credit Card"
509,24,2024-08-22,Cancelled,"Debit Card"
510,24,2025-04-16,Completed,"Credit Card"
511,24,2025-02-28,Completed,"Credit Card"
512,24,2024-12-27,Completed,"Credit Card"
513,24,2025-03-22,Completed,UPI
514,24,2024-11-06,Completed,"Credit Card"
515,24,2024-08-07,Completed,"Credit Card"
516,24,2025-05-04,Completed,UPI
517,24,2025-01-23,Returned,"Debit Card"
518,24,2025-02-21,Returned,COD
519,24,2025-03-22,Cancelled,UPI
520,24,2025-04-05,Completed,COD
521,25,2024-10-25,Completed,"Credit Card"
522,25,2025-05-28,Completed,UPI
523,25,2025-04-03,Completed,"Credit Card"
524,25,2025-03-05,Completed,UPI
525,25,2024-07-06,Completed,"Credit Card"
526,25,2024-10-05,Completed,"Debit Card"
527,25,2024-07-24,Returned,"Debit Card"
528,25,2025-06-08,Returned,COD
529,25,2024-08-18,Cancelled,"Debit Card"
530,25,2024-11-15,Completed,COD
531,25,2025-05-14,Completed,COD
532,25,2025-06-09,Completed,"Debit Card"
533,25,2025-04-17,Completed,UPI
534,25,2025-06-15,Completed,"Credit Card"
535,25,2025-04-01,Completed,"Debit Card"
536,25,2025-05-01,Completed,UPI
537,25,2025-04-06,Returned,UPI
538,25,2025-05-02,Returned,COD
539,25,2024-11-21,Cancelled,"Debit Card"
540,25,2024-12-16,Completed,"Credit Card"
541,25,2025-04-01,Completed,COD
542,26,2025-02-17,Completed,"Credit Card"
543,26,2025-02-27,Completed,"Credit Card"
544,26,2025-02-26,Completed,COD
545,26,2025-01-08,Completed,"Debit Card"
546,26,2025-01-06,Completed,COD
547,26,2024-04-21,Returned,COD
548,26,2025-01-14,Returned,"Credit Card"
549,26,2025-01-23,Cancelled,"Credit Card"
550,26,2024-12-02,Completed,COD
551,26,2024-08-19,Completed,COD
552,26,2024-09-04,Completed,COD
553,26,2024-12-09,Completed,"Credit Card"
554,26,2024-09-13,Completed,COD
555,26,2025-01-08,Completed,COD
556,26,2024-11-01,Completed,COD
557,26,2025-02-17,Returned,"Debit Card"
558,26,2024-09-17,Returned,"Debit Card"
559,26,2024-07-28,Cancelled,"Credit Card"
560,26,2024-09-11,Completed,"Credit Card"
561,26,2024-10-19,Completed,"Credit Card"
562,26,2025-01-06,Completed,UPI
563,27,2024-10-03,Completed,COD
564,27,2024-09-11,Completed,COD
565,27,2025-02-01,Completed,"Credit Card"
566,27,2025-01-10,Completed,"Debit Card"
567,27,2025-01-18,Returned,"Credit Card"
568,27,2025-02-23,Returned,UPI
569,27,2025-01-25,Cancelled,"Credit Card"
570,27,2025-03-06,Completed,"Debit Card"
571,27,2025-02-06,Completed,"Credit Card"
572,27,2025-02-16,Completed,COD
573,27,2025-03-20,Completed,UPI
574,27,2025-02-12,Completed,COD
575,27,2024-06-19,Completed,COD
576,27,2025-03-13,Completed,"Credit Card"
577,27,2024-06-04,Returned,"Credit Card"
578,27,2025-03-24,Returned,UPI
579,27,2025-02-21,Cancelled,"Credit Card"
580,27,2025-01-03,Completed,"Debit Card"
581,27,2025-01-24,Completed,"Debit Card"
582,27,2024-08-25,Completed,COD
583,27,2024-09-18,Completed,"Credit Card"
584,28,2025-01-04,Completed,"Credit Card"
585,28,2025-07-19,Completed,"Credit Card"
586,28,2025-03-06,Completed,COD
587,28,2025-06-19,Returned,UPI
588,28,2025-02-06,Returned,UPI
589,28,2024-09-07,Cancelled,"Debit Card"
590,28,2025-02-08,Completed,UPI
591,28,2025-07-31,Completed,"Credit Card"
592,28,2024-11-17,Completed,UPI
593,28,2024-09-01,Completed,"Debit Card"
594,28,2025-07-04,Completed,COD
595,28,2024-10-16,Completed,"Debit Card"
596,28,2025-02-24,Completed,"Debit Card"
597,28,2025-05-28,Returned,"Debit Card"
598,28,2024-12-06,Returned,"Credit Card"
599,28,2025-06-26,Cancelled,COD
600,28,2025-06-15,Completed,UPI
601,28,2025-04-23,Completed,COD
602,28,2025-05-11,Completed,UPI
603,28,2025-08-10,Completed,UPI
604,29,2025-03-08,Completed,COD
605,29,2024-08-11,Completed,COD
606,29,2025-03-10,Completed,"Credit Card"
607,29,2024-05-06,Returned,"Credit Card"
608,29,2024-09-13,Returned,"Credit Card"
609,29,2025-04-24,Cancelled,"Credit Card"
610,29,2024-12-08,Completed,"Debit Card"
611,29,2025-02-05,Completed,"Debit Card"
612,29,2024-05-27,Completed,"Credit Card"
613,29,2024-11-07,Completed,UPI
614,29,2024-06-19,Completed,UPI
615,29,2025-03-01,Completed,"Debit Card"
616,29,2024-06-03,Completed,"Debit Card"
617,29,2025-03-23,Returned,"Credit Card"
618,29,2025-03-16,Returned,COD
619,29,2025-03-31,Cancelled,COD
620,29,2025-02-01,Completed,"Debit Card"
621,29,2024-06-20,Completed,"Debit Card"
622,29,2024-11-17,Completed,UPI
623,29,2025-01-24,Completed,COD
624,29,2025-02-19,Completed,COD
625,30,2024-09-06,Completed,COD
626,30,2024-10-09,Completed,"Credit Card"
627,30,2025-01-10,Returned,"Credit Card"
628,30,2025-02-23,Returned,"Credit Card"
629,30,2025-05-12,Cancelled,"Debit Card"
630,30,2025-01-01,Completed,UPI
631,30,2024-12-19,Completed,UPI
632,30,2025-06-26,Completed,COD
633,30,2025-08-01,Completed,UPI
634,30,2025-08-21,Completed,UPI
635,30,2025-07-04,Completed,"Credit Card"
636,30,2025-07-03,Completed,"Credit Card"
637,30,2025-08-06,Returned,"Debit Card"
638,30,2025-02-07,Returned,"Debit Card"
639,30,2025-08-31,Cancelled,"Credit Card"
640,30,2024-10-26,Completed,"Debit Card"
641,30,2024-12-19,Completed,"Credit Card"
642,30,2025-03-25,Completed,COD
643,30,2025-06-17,Completed,UPI
644,30,2025-05-02,Completed,UPI
645,30,2025-08-28,Completed,COD
646,30,2025-07-28,Completed,"Credit Card"
647,31,2024-10-13,Returned,"Debit Card"
648,31,2024-07-18,Returned,UPI
649,31,2024-12-27,Cancelled,"Credit Card"
650,31,2024-08-26,Completed,"Debit Card"
651,31,2024-12-16,Completed,"Credit Card"
652,31,2024-11-20,Completed,"Debit Card"
653,31,2025-01-01,Completed,"Debit Card"
654,31,2024-11-18,Completed,"Credit Card"
655,31,2024-05-31,Completed,UPI
656,31,2024-12-24,Completed,"Credit Card"
657,31,2024-12-22,Returned,UPI
658,31,2024-04-11,Returned,"Debit Card"
659,31,2024-11-14,Cancelled,"Credit Card"
660,31,2024-11-13,Completed,UPI
661,31,2024-12-05,Completed,UPI
662,31,2024-11-16,Completed,UPI
663,31,2024-11-19,Completed,COD
664,31,2024-11-21,Completed,COD
665,31,2024-11-01,Completed,COD
666,31,2024-10-16,Completed,"Debit Card"
667,31,2024-03-10,Returned,COD
668,32,2025-02-18,Returned,"Debit Card"
669,32,2025-03-05,Cancelled,UPI
